Nanometer,Radiance(mW/m2/nm)
1676.45,216.22
1676.73,217.02
1677.01,217.87
1677.29,218.11
1677.57,218.04
1677.85,217.83
1678.13,217.26
1678.42,216.38
1678.7,215.51
1678.98,214.63
1679.26,213.36
1679.54,211.68
1679.82,209.73
1680.11,207.26
1680.39,204.79
1680.67,203.15
1680.95,202.09
1681.24,201.79
1681.52,202.8
1681.8,204.38
1682.09,205.94
1682.37,207.8
1682.65,209.58
1682.94,210.87
1683.22,212.0
1683.5,213.1
1683.79,213.97
1684.07,214.65
1684.35,215.27
1684.64,215.75
1684.92,215.78
1685.2,215.55
1685.49,215.29
1685.77,214.94
1686.06,214.66
1686.34,214.72
1686.63,214.8
1686.91,214.71
1687.19,214.77
1687.48,214.89
1687.76,215.05
1688.05,215.34
1688.33,215.18
1688.62,214.48
1688.9,213.66
1689.19,212.68
1689.47,212.12
1689.76,212.61
1690.05,213.63
1690.33,214.61
1690.62,215.56
1690.9,216.12
1691.19,216.23
1691.47,216.29
1691.76,216.36
1692.05,216.46
1692.33,216.45
1692.62,216.33
1692.91,216.15
1693.19,215.9
1693.48,215.7
1693.77,215.59
1694.05,215.5
1694.34,215.45
1694.63,215.46
1694.92,215.41
1695.2,215.29
1695.49,215.15
1695.78,214.91
1696.06,214.59
1696.35,214.29
1696.64,214.03
1696.93,213.85
1697.22,213.77
1697.51,213.79
1697.79,213.84
1698.08,213.88
1698.37,213.79
1698.66,213.6
1698.95,213.15
1699.23,212.52
1699.52,211.88
1699.81,211.19
1700.1,210.66
1700.39,210.22
1700.68,209.88
1700.97,209.79
1701.26,209.79
1701.55,209.61
1701.84,209.49
1702.13,209.29
1702.42,208.67
1702.71,208.15
1703.0,207.98
1703.29,208.11
1703.58,208.56
1703.87,209.34
1704.16,210.13
1704.45,210.62
1704.74,210.72
1705.03,210.53
1705.32,210.2
1705.61,209.7
1705.9,209.16
1706.19,208.81
1706.48,208.51
1706.78,207.71
1707.07,206.65
1707.36,205.75
1707.65,204.84
1707.94,204.33
1708.23,204.56
1708.53,205.18
1708.82,205.69
1709.11,206.23
1709.4,206.79
1709.69,207.18
1709.99,206.97
1710.28,205.53
1710.57,203.23
1710.86,200.76
1711.16,198.45
1711.45,197.77
1711.74,199.33
1712.04,201.89
1712.33,204.4
1712.62,206.72
1712.92,207.97
1713.21,208.23
1713.5,208.25
1713.8,208.27
1714.09,208.29
1714.38,208.28
1714.68,208.22
1714.97,208.11
1715.27,207.78
1715.56,207.25
1715.85,206.73
1716.15,206.26
1716.44,205.94
1716.74,205.78
1717.03,205.68
1717.33,205.57
1717.62,205.38
1717.92,205.28
1718.21,205.37
1718.51,205.39
1718.8,205.23
1719.1,205.13
1719.4,204.77
1719.69,204.15
1719.99,203.54
1720.28,203.07
1720.58,202.53
1720.87,202.19
1721.17,202.38
1721.47,202.82
1721.76,202.82
1722.06,202.33
1722.36,201.34
1722.65,199.32
1722.95,197.48
1723.25,196.72
1723.54,196.89
1723.84,197.9
1724.14,199.63
1724.44,200.88
1724.73,201.49
1725.03,201.67
1725.33,201.46
1725.63,201.27
1725.92,201.43
1726.22,201.65
1726.52,201.93
1726.82,201.92
1727.12,201.48
1727.41,200.75
1727.71,199.95
1728.01,199.32
1728.31,199.17
1728.61,199.58
1728.91,200.15
1729.21,200.79
1729.51,201.27
1729.81,201.39
1730.1,201.16
1730.4,200.9
1730.7,200.56
1731.0,200.07
1731.3,199.53
1731.6,198.79
1731.9,197.14
1732.2,194.85
1732.5,192.59
1732.8,190.36
1733.1,188.72
1733.4,188.34
1733.7,188.88
1734.0,189.33
1734.31,189.93
1734.6,190.14
1734.91,189.61
1735.21,188.4
1735.51,186.81
1735.81,184.89
1736.11,183.12
1736.41,181.99
1736.71,181.81
1737.02,182.76
1737.32,184.47
1737.62,186.46
1737.92,188.48
1738.22,190.17
1738.53,191.36
1738.83,192.13
1739.13,192.72
1739.43,193.23
1739.74,193.63
1740.04,193.66
1740.34,193.3
1740.64,192.94
1740.95,192.37
1741.25,192.13
1741.55,192.54
1741.86,193.24
1742.16,193.73
1742.46,194.31
1742.77,194.61
1743.07,194.65
1743.38,194.88
1743.68,195.23
1743.98,195.34
1744.29,194.93
1744.59,194.23
1744.9,193.21
1745.2,192.07
1745.51,191.56
1745.81,191.25
1746.11,190.79
1746.42,190.54
1746.72,190.31
1747.03,189.9
1747.33,190.3
1747.64,191.36
1747.95,192.41
1748.25,193.38
1748.56,193.91
1748.86,193.75
1749.17,193.09
1749.47,192.3
1749.78,191.54
1750.09,190.76
1750.39,190.22
1750.7,190.06
1751.01,190.11
1751.31,190.24
1751.62,190.62
1751.93,190.72
1752.23,190.81
1752.54,191.09
1752.85,191.46
1753.16,191.78
1753.46,192.21
1753.77,192.36
1754.08,191.96
1754.39,191.52
1754.69,191.08
1755.0,190.66
1755.31,190.65
1755.62,190.94
1755.93,191.26
1756.23,191.66
1756.54,191.98
1756.85,191.86
1757.16,191.56
1757.47,191.25
1757.78,190.83
1758.09,190.57
1758.4,190.5
1758.71,190.49
1759.02,190.39
1759.32,190.34
1759.63,190.1
1759.94,189.6
1760.25,189.14
1760.56,188.61
1760.87,187.75
1761.18,186.7
1761.49,185.76
1761.8,184.57
1762.11,184.0
1762.43,184.16
1762.74,184.83
1763.05,185.52
1763.36,186.18
1763.67,186.35
1763.98,186.11
1764.29,185.93
1764.6,186.08
1764.91,186.55
1765.22,186.96
1765.54,187.32
1765.85,187.37
1766.16,187.12
1766.47,186.67
1766.78,186.16
1767.1,185.76
1767.41,185.32
1767.72,185.09
1768.03,185.13
1768.35,185.3
1768.66,185.34
1768.97,185.3
1769.29,184.98
1769.6,184.46
1769.91,183.85
1770.22,183.44
1770.54,183.27
1770.85,183.29
1771.17,183.5
1771.48,183.85
1771.79,184.13
1772.11,184.37
1772.42,184.56
1772.73,184.62
1773.05,184.59
1773.36,184.5
1773.68,184.28
1773.99,183.96
1774.31,183.6
1774.62,183.09
1774.94,182.55
1775.25,182.11
1775.57,181.63
1775.88,181.19
1776.2,180.69
1776.52,179.8
1776.83,179.02
1777.15,178.41
1777.46,178.17
1777.78,178.53
1778.09,179.3
1778.41,179.73
1778.73,180.05
1779.04,179.97
1779.36,179.74
1779.68,179.73
1779.99,180.04
1780.31,180.44
1780.63,180.74
1780.94,180.65
1781.26,180.33
1781.58,179.78
1781.9,179.18
1782.21,178.81
1782.53,178.64
1782.85,178.51
1783.17,178.51
1783.48,178.58
1783.8,178.36
1784.12,177.95
1784.44,177.66
1784.76,177.31
1785.08,177.18
1785.4,177.43
1785.71,178.0
1786.03,178.53
1786.35,179.17
1786.67,179.58
1786.99,179.78
1787.31,179.82
1787.63,179.75
1787.95,179.6
1788.27,179.37
1788.59,179.08
1788.91,178.75
1789.23,178.44
1789.55,178.22
1789.87,178.14
1790.19,178.12
1790.51,178.11
1790.83,178.01
1791.15,177.83
1791.47,177.59
1791.79,177.3
1792.11,177.09
1792.44,176.91
1792.76,176.83
1793.08,176.64
1793.4,176.46
1793.72,176.28
1794.04,176.11
1794.37,176.07
1794.69,176.25
1795.01,176.48
1795.33,176.6
1795.66,176.63
1795.98,176.47
1796.3,176.12
1796.62,175.83
1796.94,175.69
1797.27,175.66
1797.59,175.75
1797.91,176.0
1798.24,176.24
1798.56,176.45
1798.89,176.62
1799.21,176.61
1799.53,176.4
1799.86,175.85
1800.18,175.27
1800.5,174.7
1800.83,174.16
1801.15,173.59
1801.48,173.17
1801.8,172.5
1802.13,171.91
1802.45,171.64
1802.78,171.7
1803.1,172.08
1803.43,172.85
1803.75,173.64
1804.08,174.11
1804.4,174.41
1804.73,174.47
1805.05,174.33
1805.38,174.04
1805.71,173.63
1806.03,173.29
1806.36,172.92
1806.69,172.65
1807.01,172.55
1807.34,172.5
1807.67,172.48
1807.99,172.58
1808.32,172.68
1808.65,172.65
1808.97,172.69
1809.3,172.6
1809.63,172.5
1809.95,172.42
1810.28,172.31
1810.61,172.14
1810.94,171.87
1811.27,171.48
1811.59,171.1
1811.92,170.76
1812.25,170.56
1812.58,170.49
1812.91,170.46
1813.24,170.25
1813.57,169.83
1813.89,169.27
1814.22,168.53
1814.55,167.82
1814.88,167.17
1815.21,166.51
1815.54,165.68
1815.87,164.67
1816.2,163.2
1816.53,161.13
1816.86,158.62
1817.19,156.08
1817.52,154.02
1817.85,153.05
1818.18,153.44
1818.51,155.02
1818.84,157.27
1819.17,159.62
1819.51,161.59
1819.84,162.98
1820.17,163.97
1820.5,164.45
1820.83,164.55
1821.16,164.44
1821.49,163.8
1821.83,163.17
1822.16,162.85
1822.49,162.86
1822.82,163.34
1823.15,164.5
1823.49,165.64
1823.82,166.57
1824.15,167.28
1824.48,167.42
1824.82,167.34
1825.15,167.22
1825.48,167.15
1825.82,167.19
1826.15,167.31
1826.48,167.38
1826.82,167.41
1827.15,167.38
1827.48,166.98
1827.82,166.24
1828.15,165.59
1828.49,164.89
1828.82,164.57
1829.16,164.75
1829.49,165.27
1829.83,165.69
1830.16,166.21
1830.5,166.44
1830.83,166.49
1831.17,166.39
1831.5,166.0
1831.84,165.39
1832.17,164.4
1832.51,163.63
1832.84,163.2
1833.18,163.34
1833.52,163.79
1833.85,164.52
1834.19,164.86
1834.53,164.96
1834.86,164.77
1835.2,164.46
1835.54,164.23
1835.87,164.21
1836.21,164.27
1836.55,164.17
1836.89,163.66
1837.22,163.15
1837.56,162.44
1837.9,162.07
1838.23,162.09
1838.57,162.43
1838.91,162.57
1839.25,162.73
1839.59,162.61
1839.93,162.42
1840.27,162.47
1840.6,162.68
1840.94,162.82
1841.28,162.38
1841.62,161.38
1841.96,160.15
1842.3,158.84
1842.64,158.22
1842.98,158.3
1843.32,158.91
1843.66,159.55
1844.0,160.3
1844.34,160.61
1844.68,160.81
1845.02,160.98
1845.36,161.14
1845.7,160.74
1846.04,159.5
1846.38,158.01
1846.72,155.98
1847.06,154.71
1847.4,154.5
1847.75,155.43
1848.09,156.65
1848.43,158.4
1848.77,159.51
1849.11,160.23
1849.45,160.68
1849.8,160.96
1850.14,161.18
1850.48,161.34
1850.82,161.4
1851.17,161.26
1851.51,160.91
1851.85,160.3
1852.19,159.61
1852.54,158.91
1852.88,158.48
1853.22,158.41
1853.57,158.78
1853.91,159.26
1854.26,159.66
1854.6,159.48
1854.94,158.65
1855.29,157.72
1855.63,156.83
1855.98,156.57
1856.32,156.97
1856.67,157.85
1857.01,158.64
1857.35,159.33
1857.7,159.35
1858.05,158.94
1858.39,158.35
1858.74,157.52
1859.08,156.74
1859.43,156.16
1859.77,155.78
1860.12,155.69
1860.46,155.66
1860.81,155.7
1861.16,155.66
1861.5,155.64
1861.85,155.45
1862.2,155.55
1862.54,155.54
1862.89,155.66
1863.24,155.69
1863.59,155.73
1863.93,155.51
1864.28,155.56
1864.63,155.49
1864.98,155.3
1865.32,154.89
1865.67,154.19
1866.02,153.39
1866.37,152.58
1866.72,152.13
1867.06,151.86
1867.41,152.2
1867.76,152.43
1868.11,153.05
1868.46,153.58
1868.81,154.16
1869.16,154.51
1869.51,154.75
1869.86,154.59
1870.21,154.25
1870.56,153.83
1870.91,153.33
1871.26,152.68
1871.61,151.57
1871.96,150.51
1872.31,149.37
1872.66,148.43
1873.01,147.67
1873.36,147.07
1873.71,145.83
1874.06,143.65
1874.41,139.85
1874.77,135.35
1875.12,131.23
1875.47,128.8
1875.82,129.05
1876.17,131.87
1876.53,136.03
1876.88,140.52
1877.23,144.12
1877.58,146.38
1877.93,147.75
1878.29,148.62
1878.64,149.03
1878.99,149.22
1879.35,149.13
1879.7,149.15
1880.05,149.31
1880.41,149.82
1880.76,150.42
1881.11,151.03
1881.47,151.31
1881.82,151.35
1882.18,151.22
1882.53,151.1
1882.89,151.05
1883.24,151.06
1883.59,150.97
1883.95,150.71
1884.3,150.43
1884.66,149.81
1885.01,148.85
1885.37,148.19
1885.72,147.63
1886.08,147.59
1886.44,148.21
1886.79,149.09
1887.15,149.73
1887.51,150.35
1887.86,150.39
1888.22,150.15
1888.57,149.78
1888.93,149.22
1889.29,148.28
1889.65,147.57
1890.0,146.9
1890.36,146.79
1890.72,146.81
1891.07,147.16
1891.43,146.9
1891.79,146.43
1892.15,145.42
1892.51,144.48
1892.86,143.91
1893.22,143.96
1893.58,144.34
1893.94,144.81
1894.3,145.22
1894.66,145.1
1895.02,144.59
1895.38,143.65
1895.73,142.56
1896.09,141.92
1896.45,141.67
1896.81,142.05
1897.17,142.86
1897.53,143.98
1897.89,144.63
1898.25,144.89
1898.61,144.71
1898.97,144.21
1899.33,144.06
1899.7,144.21
1900.06,144.79
1900.42,145.41
1900.78,146.2
1901.14,146.5
1901.5,146.61
1901.86,146.45
1902.23,145.85
1902.59,144.98
1902.95,144.15
1903.31,143.42
1903.67,143.13
1904.04,143.17
1904.4,143.46
1904.76,143.67
1905.13,143.95
1905.49,143.95
1905.85,144.0
1906.21,143.97
1906.58,143.9
1906.94,143.62
1907.31,143.16
1907.67,142.72
1908.03,142.46
1908.4,142.47
1908.76,142.68
1909.13,143.03
1909.49,143.25
1909.85,143.25
1910.22,142.98
1910.58,142.27
1910.95,141.38
1911.31,140.65
1911.68,140.11
1912.05,140.02
1912.41,140.45
1912.78,141.07
1913.14,141.67
1913.51,142.15
1913.88,142.29
1914.24,142.2
1914.61,142.05
1914.97,141.76
1915.34,141.47
1915.71,141.18
1916.08,141.05
1916.44,141.04
1916.81,141.11
1917.18,141.1
1917.55,140.97
1917.91,140.77
1918.28,140.42
1918.65,139.87
1919.02,139.21
1919.39,138.67
1919.75,138.26
1920.12,138.35
1920.49,138.84
1920.86,139.53
1921.23,140.18
1921.6,140.7
1921.97,140.63
1922.34,140.23
1922.71,139.87
1923.08,139.47
1923.45,139.17
1923.82,139.17
1924.19,139.3
1924.56,139.5
1924.93,139.76
1925.3,139.83
1925.67,139.74
1926.04,139.64
1926.41,139.38
1926.78,138.94
1927.15,138.59
1927.53,137.97
1927.9,137.21
1928.27,136.33
1928.64,135.77
1929.01,135.38
1929.39,135.48
1929.76,135.77
1930.13,135.94
1930.5,135.88
1930.88,135.83
1931.25,135.42
1931.62,135.02
1931.99,134.83
1932.37,134.69
1932.74,134.59
1933.11,134.91
1933.49,135.37
1933.86,135.85
1934.24,136.22
1934.61,136.39
1934.98,136.27
1935.36,136.21
1935.73,136.25
1936.11,136.48
1936.48,136.68
1936.86,136.9
1937.23,136.89
1937.61,136.61
1937.98,135.75
1938.36,134.68
1938.74,133.43
1939.11,132.55
1939.49,132.26
1939.86,132.69
1940.24,133.36
1940.62,134.07
1940.99,134.39
1941.37,134.17
1941.75,133.56
1942.13,132.6
1942.5,131.19
1942.88,129.46
1943.26,127.48
1943.64,125.24
1944.01,122.9
1944.39,120.9
1944.77,119.17
1945.15,118.72
1945.53,119.4
1945.9,121.28
1946.28,123.66
1946.66,126.37
1947.04,128.27
1947.42,129.83
1947.8,130.76
1948.18,131.3
1948.56,131.35
1948.94,131.32
1949.32,131.04
1949.7,130.62
1950.08,129.7
1950.46,129.02
1950.84,128.08
1951.22,127.87
1951.6,128.17
1951.98,129.29
1952.36,130.53
1952.74,132.03
1953.13,132.85
1953.51,133.19
1953.89,133.32
1954.27,133.29
1954.65,133.11
1955.03,132.9
1955.42,132.63
1955.8,132.44
1956.18,132.28
1956.56,132.27
1956.95,132.2
1957.33,132.23
1957.71,132.14
1958.1,132.05
1958.48,131.81
1958.86,131.69
1959.25,131.47
1959.63,131.33
1960.02,131.27
1960.4,131.21
1960.78,130.86
1961.17,130.62
1961.55,130.1
1961.94,129.42
1962.32,128.83
1962.71,128.21
1963.09,127.51
1963.48,127.32
1963.86,127.25
1964.25,127.5
1964.64,127.92
1965.02,128.37
1965.41,128.34
1965.8,128.45
1966.18,128.35
1966.57,128.49
1966.95,128.73
1967.34,129.15
1967.73,129.28
1968.12,129.34
1968.5,129.15
1968.89,128.97
1969.28,128.88
1969.67,128.91
1970.06,128.89
1970.44,128.84
1970.83,128.63
1971.22,128.02
1971.61,126.8
1972.0,125.73
1972.39,124.49
1972.78,123.74
1973.17,123.62
1973.55,124.08
1973.94,124.71
1974.33,125.65
1974.72,126.21
1975.11,126.45
1975.5,126.64
1975.89,126.61
1976.29,126.43
1976.68,126.0
1977.07,124.93
1977.46,124.09
1977.85,123.1
1978.24,122.73
1978.63,122.54
1979.02,123.07
1979.41,123.18
1979.81,123.61
1980.2,123.52
1980.59,123.55
1980.98,123.61
1981.38,124.04
1981.77,124.25
1982.16,124.48
1982.55,124.59
1982.95,124.48
1983.34,124.23
1983.73,123.91
1984.13,123.5
1984.52,122.93
1984.92,122.56
1985.31,121.98
1985.7,121.57
1986.1,121.36
1986.49,121.41
1986.89,121.76
1987.28,122.45
1987.68,123.09
1988.07,123.55
1988.47,123.93
1988.86,123.97
1989.26,123.88
1989.65,123.79
1990.05,123.71
1990.45,123.6
1990.84,123.39
1991.24,123.04
1991.64,122.53
1992.03,121.86
1992.43,121.09
1992.83,120.29
1993.22,119.83
1993.62,119.64
1994.02,119.96
1994.42,120.46
1994.81,121.14
1995.21,121.54
1995.61,121.66
1996.01,121.46
1996.41,120.89
1996.81,120.31
1997.2,119.86
1997.6,119.65
1998.0,119.69
1998.4,120.09
1998.8,120.5
1999.2,120.86
1999.6,121.14
2000.0,121.12
2000.4,121.06
2000.8,120.97
2001.2,120.84
2001.6,120.52
2002.0,120.17
2002.4,119.69
2002.8,119.22
2003.2,118.91
2003.61,118.83
2004.01,118.89
2004.41,118.94
2004.81,118.94
2005.21,118.78
2005.62,118.7
2006.02,118.72
2006.42,118.93
2006.82,119.2
2007.23,119.5
2007.63,119.63
2008.03,119.55
2008.44,119.42
2008.84,119.27
2009.24,119.17
2009.65,119.06
2010.05,118.99
2010.45,118.89
2010.86,118.8
2011.26,118.68
2011.67,118.6
2012.07,118.51
2012.48,118.44
2012.88,118.26
2013.29,118.09
2013.69,117.88
2014.1,117.77
2014.5,117.71
2014.91,117.77
2015.32,117.77
2015.72,117.79
2016.13,117.69
2016.54,117.57
2016.94,117.46
2017.35,117.4
2017.76,117.36
2018.16,117.33
2018.57,117.27
2018.98,117.05
2019.39,116.59
2019.79,115.83
2020.2,114.93
2020.61,114.21
2021.02,113.74
2021.43,113.75
2021.84,114.12
2022.24,114.7
2022.65,115.22
2023.06,115.57
2023.47,115.53
2023.88,115.41
2024.29,115.21
2024.7,115.05
2025.11,115.01
2025.52,115.08
2025.93,115.14
2026.34,115.22
2026.75,115.18
2027.16,115.05
2027.57,114.78
2027.99,114.52
2028.4,114.07
2028.81,113.53
2029.22,112.99
2029.63,112.38
2030.05,112.08
2030.46,111.99
2030.87,112.27
2031.28,112.66
2031.69,113.34
2032.11,113.72
2032.52,114.07
2032.93,114.12
2033.35,113.95
2033.76,113.34
2034.17,112.7
2034.59,111.98
2035.0,111.65
2035.42,111.67
2035.83,112.15
2036.24,112.54
2036.66,112.78
2037.07,112.14
2037.49,111.3
2037.91,110.42
2038.32,110.03
2038.74,110.15
2039.15,110.83
2039.57,111.58
2039.98,112.27
2040.4,112.45
2040.82,112.31
2041.23,112.13
2041.65,112.01
2042.07,111.97
2042.48,112.07
2042.9,112.17
2043.32,112.27
2043.74,112.24
2044.15,112.18
2044.57,112.11
2044.99,112.05
2045.41,111.99
2045.83,111.91
2046.24,111.76
2046.66,111.55
2047.08,111.33
2047.5,111.14
2047.92,111.06
2048.34,111.04
2048.76,111.09
2049.18,111.04
2049.6,110.96
2050.02,110.78
2050.44,110.59
2050.86,110.38
2051.28,110.08
2051.7,109.76
2052.12,109.45
2052.54,109.26
2052.97,109.15
2053.39,109.26
2053.81,109.4
2054.23,109.61
2054.65,109.72
2055.08,109.76
2055.5,109.72
2055.92,109.68
2056.34,109.6
2056.77,109.5
2057.19,109.31
2057.61,109.18
2058.04,108.99
2058.46,108.89
2058.88,108.78
2059.31,108.57
2059.73,108.06
2060.16,107.64
2060.58,107.15
2061.01,107.03
2061.43,107.21
2061.85,107.51
2062.28,107.21
2062.71,106.75
2063.13,105.88
2063.56,105.31
2063.98,105.26
2064.41,105.84
2064.84,106.55
2065.26,107.36
2065.69,107.77
2066.12,107.78
2066.54,107.66
2066.97,107.49
2067.4,107.32
2067.82,107.18
2068.25,107.12
2068.68,107.0
2069.11,106.53
2069.54,106.14
2069.97,105.59
2070.39,105.33
2070.82,105.19
2071.25,105.47
2071.68,105.67
2072.11,106.1
2072.54,106.26
2072.97,106.38
2073.4,106.5
2073.83,106.59
2074.26,106.57
2074.69,106.51
2075.12,106.43
2075.55,106.33
2075.98,106.23
2076.41,106.12
2076.84,106.02
2077.27,105.93
2077.71,105.8
2078.14,105.5
2078.57,105.21
2079.0,104.79
2079.43,104.47
2079.87,104.2
2080.3,104.16
2080.73,104.15
2081.17,104.29
2081.6,104.3
2082.03,104.12
2082.47,103.84
2082.9,103.47
2083.33,103.15
2083.77,103.03
2084.2,103.15
2084.64,103.38
2085.07,103.69
2085.51,103.93
2085.94,103.99
2086.38,104.02
2086.81,103.98
2087.25,103.91
2087.68,103.84
2088.12,103.76
2088.55,103.67
2088.99,103.62
2089.43,103.54
2089.86,103.38
2090.3,103.2
2090.74,102.7
2091.18,102.0
2091.61,101.34
2092.05,100.74
2092.49,100.58
2092.93,100.71
2093.36,100.96
2093.8,101.22
2094.24,101.25
2094.68,101.11
2095.12,100.94
2095.56,100.94
2096.0,101.0
2096.44,101.23
2096.88,101.34
2097.31,101.47
2097.75,101.47
2098.2,101.41
2098.64,101.42
2099.08,101.37
2099.52,101.33
2099.96,101.3
2100.4,101.24
2100.84,101.26
2101.28,101.22
2101.72,101.1
2102.17,100.96
2102.61,100.84
2103.05,100.74
2103.49,100.71
2103.93,100.8
2104.38,100.92
2104.82,101.05
2105.26,101.07
2105.71,101.02
2106.15,100.94
2106.59,100.85
2107.04,100.73
2107.48,100.6
2107.93,100.38
2108.37,99.96
2108.81,99.55
2109.26,99.14
2109.71,98.94
2110.15,98.94
2110.59,99.16
2111.04,99.38
2111.49,99.55
2111.93,99.56
2112.38,99.44
2112.82,99.36
2113.27,99.3
2113.72,99.28
2114.17,99.26
2114.61,99.21
2115.06,99.05
2115.51,98.56
2115.95,98.15
2116.4,97.69
2116.85,97.52
2117.3,97.54
2117.75,97.83
2118.2,97.9
2118.64,97.94
2119.09,97.72
2119.54,97.48
2119.99,97.36
2120.44,97.29
2120.89,97.33
2121.34,97.34
2121.79,97.33
2122.24,97.17
2122.69,96.92
2123.14,96.58
2123.59,96.32
2124.04,96.11
2124.5,96.1
2124.95,96.2
2125.4,96.22
2125.85,96.27
2126.3,96.21
2126.75,96.17
2127.21,96.21
2127.66,96.37
2128.11,96.5
2128.56,96.57
2129.02,96.51
2129.47,96.38
2129.93,96.35
2130.38,96.34
2130.83,96.39
2131.29,96.41
2131.74,96.41
2132.2,96.34
2132.65,96.24
2133.11,96.14
2133.56,96.02
2134.02,95.84
2134.47,95.32
2134.93,94.9
2135.38,94.38
2135.84,94.19
2136.3,94.19
2136.75,94.55
2137.21,94.89
2137.67,95.29
2138.12,95.34
2138.58,95.27
2139.04,95.18
2139.5,95.13
2139.95,95.1
2140.41,95.12
2140.87,95.13
2141.33,95.13
2141.79,95.08
2142.25,94.99
2142.7,94.9
2143.16,94.8
2143.62,94.67
2144.08,94.55
2144.54,94.33
2145.0,94.11
2145.46,93.93
2145.92,93.87
2146.38,93.9
2146.84,94.07
2147.3,94.2
2147.77,94.31
2148.23,94.35
2148.69,94.27
2149.15,94.18
2149.61,94.09
2150.07,94.0
2150.54,93.91
2151.0,93.81
2151.46,93.63
2151.93,93.47
2152.39,93.29
2152.85,93.15
2153.32,93.04
2153.78,93.0
2154.24,92.97
2154.71,92.99
2155.17,92.97
2155.64,92.93
2156.1,92.9
2156.57,92.83
2157.03,92.76
2157.5,92.67
2157.96,92.55
2158.43,92.42
2158.9,92.27
2159.36,92.13
2159.83,91.98
2160.29,91.79
2160.76,91.57
2161.23,91.33
2161.7,91.05
2162.16,90.77
2162.63,90.45
2163.1,90.04
2163.57,89.46
2164.03,88.49
2164.5,86.86
2164.97,84.92
2165.44,83.14
2165.91,82.05
2166.38,81.98
2166.85,82.92
2167.32,84.49
2167.79,86.2
2168.26,87.57
2168.73,88.43
2169.2,88.96
2169.67,89.35
2170.14,89.58
2170.61,89.68
2171.08,89.75
2171.55,89.79
2172.02,89.83
2172.5,89.82
2172.97,89.85
2173.44,89.82
2173.91,89.85
2174.39,89.79
2174.86,89.7
2175.33,89.48
2175.8,89.3
2176.28,89.11
2176.75,88.98
2177.23,88.52
2177.7,88.27
2178.18,87.9
2178.65,87.92
2179.12,88.03
2179.6,88.5
2180.07,88.89
2180.55,89.27
2181.02,88.95
2181.5,88.6
2181.98,88.16
2182.45,88.0
2182.93,87.99
2183.41,88.26
2183.88,88.5
2184.36,88.82
2184.84,88.88
2185.31,88.88
2185.79,88.86
2186.27,88.74
2186.75,88.38
2187.23,87.7
2187.71,87.08
2188.18,86.48
2188.66,86.17
2189.14,86.18
2189.62,86.49
2190.1,86.85
2190.58,87.23
2191.06,87.35
2191.54,87.36
2192.02,87.4
2192.5,87.3
2192.98,87.15
2193.46,87.03
2193.95,86.92
2194.43,86.81
2194.91,86.71
2195.39,86.59
2195.87,86.49
2196.35,86.4
2196.84,86.32
2197.32,86.27
2197.8,86.23
2198.28,86.16
2198.77,86.1
2199.25,86.0
2199.74,85.88
2200.22,85.76
2200.7,85.64
2201.19,85.54
2201.67,85.46
2202.16,85.41
2202.64,85.38
2203.13,85.37
2203.61,85.35
2204.1,85.23
2204.58,84.79
2205.07,84.24
2205.56,83.25
2206.04,82.61
2206.53,82.01
2207.02,82.08
2207.5,82.07
2207.99,82.63
2208.48,82.82
2208.97,83.28
2209.46,83.44
2209.95,83.77
2210.43,83.94
2210.92,84.16
2211.41,84.12
2211.9,84.05
2212.39,83.95
2212.88,83.87
2213.37,83.78
2213.86,83.71
2214.35,83.61
2214.84,83.46
2215.33,83.21
2215.82,82.92
2216.31,82.67
2216.8,82.46
2217.29,82.44
2217.79,82.52
2218.28,82.7
2218.77,82.85
2219.26,82.96
2219.76,82.94
2220.25,82.89
2220.74,82.79
2221.24,82.69
2221.73,82.61
2222.22,82.52
2222.72,82.45
2223.21,82.36
2223.71,82.29
2224.2,82.18
2224.69,81.91
2225.19,81.56
2225.68,81.23
2226.18,80.99
2226.68,80.87
2227.17,80.94
2227.67,81.08
2228.16,81.28
2228.66,81.4
2229.16,81.39
2229.65,81.37
2230.15,81.33
2230.65,81.28
2231.15,81.17
2231.65,81.14
2232.14,81.11
2232.64,81.11
2233.14,81.05
2233.64,80.98
2234.14,80.87
2234.64,80.76
2235.14,80.67
2235.64,80.59
2236.14,80.47
2236.64,80.31
2237.14,79.99
2237.64,79.64
2238.14,79.32
2238.64,79.11
2239.14,79.02
2239.64,79.14
2240.14,79.37
2240.65,79.56
2241.15,79.54
2241.65,79.44
2242.15,79.29
2242.66,79.15
2243.16,79.05
2243.66,79.09
2244.17,79.16
2244.67,79.23
2245.17,79.21
2245.68,79.16
2246.18,78.99
2246.69,78.7
2247.19,78.42
2247.7,78.24
2248.2,78.15
2248.71,78.16
2249.21,78.27
2249.72,78.39
2250.23,78.41
2250.73,78.34
2251.24,78.27
2251.75,78.18
2252.25,78.06
2252.76,77.73
2253.27,77.38
2253.77,77.06
2254.28,76.92
2254.79,76.83
2255.3,76.92
2255.81,77.09
2256.32,77.25
2256.83,77.29
2257.34,77.33
2257.85,77.38
2258.36,77.4
2258.87,77.39
2259.38,77.36
2259.89,77.26
2260.4,77.12
2260.91,76.77
2261.42,76.36
2261.93,75.98
2262.44,75.84
2262.96,75.86
2263.47,76.05
2263.98,76.22
2264.49,76.32
2265.01,76.26
2265.52,76.14
2266.03,76.08
